campaign_id,title,description,brand_name,category,platform,budget,duration_days,target_age_group,target_gender,min_followers,min_engagement,deliverables,status,brand_reputation,created_at
IN_CMP_00323,Zomato - Travel & Tourism Campaign,Promote Zomato products to 18-24 audience,Zomato,Travel & Tourism,Twitter,5984.61,14,18-24,All,6081,4.1,"Reel,Story,Live Session",active,3.58,2025-10-18T00:00:00
IN_CMP_00324,CRED - Education & Skills Campaign,Promote CRED products to 35-44 audience,CRED,Education & Skills,Facebook,10682.13,7,35-44,All,16393,2.5,"Reel,Live Session",active,4.58,2025-11-05T00:00:00
IN_CMP_00325,Zomato - News & Current Affairs Campaign,Promote Zomato products to 35-44 audience,Zomato,News & Current Affairs,YouTube,6967.92,14,35-44,Female,6040,3.6,"Reel,Post,Video,Live Session",draft,3.47,2025-09-06T00:00:00
IN_CMP_00326,Flipkart - Beauty & Makeup Campaign,Promote Flipkart products to 18-34 audience,Flipkart,Beauty & Makeup,YouTube,182850.0,30,18-34,Male,448080,2.7,"Live Session,Reel",active,4.56,2025-07-03T00:00:00
IN_CMP_00327,Dream11 - Regional Content Campaign,Promote Dream11 products to 25-34 audience,Dream11,Regional Content,Twitter,26363.8,14,25-34,Male,63258,5.9,Story,active,4.39,2025-07-06T00:00:00
IN_CMP_00328,Mamaearth - Gaming Campaign,Promote Mamaearth products to 35-44 audience,Mamaearth,Gaming,Facebook,5925.12,21,35-44,All,19898,4.4,"Video,Review",draft,4.6,2025-10-27T00:00:00
IN_CMP_00329,OnePlus - Gaming Campaign,Promote OnePlus products to 35-44 audience,OnePlus,Gaming,Instagram,45220.61,7,35-44,Female,51026,4.4,Video,completed,4.61,2025-08-01T00:00:00
IN_CMP_00330,Paytm - Fashion & Lifestyle Campaign,Promote Paytm products to 18-24 audience,Paytm,Fashion & Lifestyle,Twitter,8179.72,14,18-24,All,19069,2.8,"Video,Live Session,Story",active,4.54,2025-06-15T00:00:00
IN_CMP_00331,HUL - News & Current Affairs Campaign,Promote HUL products to 25-34 audience,HUL,News & Current Affairs,Facebook,15998.06,21,25-34,All,9435,4.1,"Live Session,Review",completed,4.08,2025-10-18T00:00:00
IN_CMP_00332,Paytm - Beauty & Makeup Campaign,Promote Paytm products to 18-34 audience,Paytm,Beauty & Makeup,Instagram,8109.38,30,18-34,All,19665,4.0,"Live Session,Post",active,4.06,2025-06-06T00:00:00
IN_CMP_00333,Swiggy - Music & Dance Campaign,Promote Swiggy products to 35-44 audience,Swiggy,Music & Dance,LinkedIn,106705.95,30,35-44,All,542768,3.4,"Post,Reel",completed,4.34,2025-11-01T00:00:00
IN_CMP_00334,Sugar Cosmetics - Devotional & Spirituality Campaign,Promote Sugar Cosmetics products to 35-44 audience,Sugar Cosmetics,Devotional & Spirituality,YouTube,35105.07,45,35-44,Female,95626,5.3,"Story,Review",draft,3.53,2025-11-01T00:00:00
IN_CMP_00335,boAt Lifestyle - Food & Cooking Campaign,Promote boAt Lifestyle products to 18-24 audience,boAt Lifestyle,Food & Cooking,YouTube,12920.43,30,18-24,All,16480,4.6,"Video,Review,Reel",completed,4.16,2025-08-06T00:00:00
IN_CMP_00336,OnePlus - Regional Content Campaign,Promote OnePlus products to 18-24 audience,OnePlus,Regional Content,Instagram,8211.07,21,18-24,All,17106,4.0,"Review,Live Session",completed,3.63,2025-11-10T00:00:00
IN_CMP_00337,Asian Paints - Gaming Campaign,Promote Asian Paints products to 18-34 audience,Asian Paints,Gaming,LinkedIn,14534.03,14,18-34,Male,7731,4.0,"Post,Reel,Video,Live Session",active,4.46,2025-06-08T00:00:00
IN_CMP_00338,Paytm - Devotional & Spirituality Campaign,Promote Paytm products to 18-34 audience,Paytm,Devotional & Spirituality,Instagram,30941.17,14,18-34,Female,41809,4.8,"Reel,Review,Video,Live Session",completed,2.1,2025-05-25T00:00:00
IN_CMP_00339,Paytm - News & Current Affairs Campaign,Promote Paytm products to 25-34 audience,Paytm,News & Current Affairs,YouTube,11995.84,30,25-34,Female,10122,2.1,Story,active,4.79,2025-08-02T00:00:00
IN_CMP_00340,Wow Skin Science - Regional Content Campaign,Promote Wow Skin Science products to 35-44 audience,Wow Skin Science,Regional Content,LinkedIn,5545.56,30,35-44,All,15072,4.3,"Story,Video,Post",active,3.02,2025-11-07T00:00:00
IN_CMP_00341,Byju's - Health & Fitness Campaign,Promote Byju's products to 25-34 audience,Byju's,Health & Fitness,Instagram,22110.45,30,25-34,Female,21006,2.6,Video,completed,4.02,2025-09-08T00:00:00
IN_CMP_00342,Realme - Music & Dance Campaign,Promote Realme products to 25-34 audience,Realme,Music & Dance,YouTube,69972.85,21,25-34,All,67532,5.4,"Reel,Post",completed,4.09,2025-06-11T00:00:00
IN_CMP_00343,Swiggy - Technology & Gadgets Campaign,Promote Swiggy products to 18-24 audience,Swiggy,Technology & Gadgets,Facebook,18968.82,14,18-24,All,19784,2.9,Story,completed,4.27,2025-07-21T00:00:00
IN_CMP_00344,Unacademy - Technology & Gadgets Campaign,Promote Unacademy products to 35-44 audience,Unacademy,Technology & Gadgets,YouTube,6936.77,14,35-44,All,15804,3.6,"Live Session,Review",active,3.77,2025-05-21T00:00:00
IN_CMP_00345,OnePlus - Entertainment & Comedy Campaign,Promote OnePlus products to 35-44 audience,OnePlus,Entertainment & Comedy,Instagram,26528.47,14,35-44,All,55149,3.3,"Video,Post,Review",draft,4.61,2025-10-23T00:00:00
IN_CMP_00346,Paytm - Travel & Tourism Campaign,Promote Paytm products to 18-34 audience,Paytm,Travel & Tourism,YouTube,22325.26,45,18-34,Female,16563,4.5,"Reel,Live Session,Video",completed,3.74,2025-06-16T00:00:00
IN_CMP_00347,Paytm - Technology & Gadgets Campaign,Promote Paytm products to 25-34 audience,Paytm,Technology & Gadgets,YouTube,61520.24,14,25-34,All,25839,4.4,"Reel,Post",active,4.84,2025-06-16T00:00:00
IN_CMP_00348,Wow Skin Science - Music & Dance Campaign,Promote Wow Skin Science products to 35-44 audience,Wow Skin Science,Music & Dance,Facebook,6588.71,14,35-44,All,8444,2.9,"Video,Post",active,3.05,2025-06-11T00:00:00
IN_CMP_00349,Nestle India - Finance & Investment Campaign,Promote Nestle India products to 25-34 audience,Nestle India,Finance & Investment,Facebook,22231.42,14,25-34,Male,19169,3.9,"Post,Review,Reel,Story",active,3.75,2025-09-19T00:00:00
IN_CMP_00350,Myntra - Beauty & Makeup Campaign,Promote Myntra products to 18-24 audience,Myntra,Beauty & Makeup,Instagram,14525.68,30,18-24,All,21088,2.0,"Post,Reel",completed,4.13,2025-07-30T00:00:00
IN_CMP_00351,Mamaearth - News & Current Affairs Campaign,Promote Mamaearth products to 35-44 audience,Mamaearth,News & Current Affairs,Instagram,5854.37,7,35-44,Female,17439,4.7,Review,completed,3.89,2025-08-27T00:00:00
IN_CMP_00352,Nestle India - Entertainment & Comedy Campaign,Promote Nestle India products to 18-24 audience,Nestle India,Entertainment & Comedy,Twitter,12386.09,21,18-24,All,22825,3.7,"Review,Story,Reel,Live Session",completed,3.49,2025-10-17T00:00:00
IN_CMP_00353,Boat - Fashion & Lifestyle Campaign,Promote Boat products to 18-24 audience,Boat,Fashion & Lifestyle,LinkedIn,5683.62,30,18-24,All,9083,3.0,"Story,Live Session,Video",active,4.23,2025-08-08T00:00:00
IN_CMP_00354,Tata - Finance & Investment Campaign,Promote Tata products to 18-34 audience,Tata,Finance & Investment,Facebook,8874.21,7,18-34,All,5816,2.9,"Review,Video",draft,4.8,2025-10-18T00:00:00
IN_CMP_00355,Reliance - Education & Skills Campaign,Promote Reliance products to 25-34 audience,Reliance,Education & Skills,YouTube,21588.38,14,25-34,Female,11817,2.2,"Post,Review,Story",completed,4.36,2025-10-06T00:00:00
IN_CMP_00356,Myntra - Sports & Cricket Campaign,Promote Myntra products to 25-34 audience,Myntra,Sports & Cricket,Facebook,258877.09,14,25-34,All,184107,2.5,"Reel,Live Session",completed,3.76,2025-06-05T00:00:00
IN_CMP_00357,Nestle India - Gaming Campaign,Promote Nestle India products to 25-34 audience,Nestle India,Gaming,Facebook,25182.65,21,25-34,Female,95743,3.7,"Live Session,Video",active,4.09,2025-06-14T00:00:00
IN_CMP_00358,Paytm - Entertainment & Comedy Campaign,Promote Paytm products to 18-34 audience,Paytm,Entertainment & Comedy,YouTube,48555.51,21,18-34,All,84019,4.0,Live Session,active,4.51,2025-06-01T00:00:00
IN_CMP_00359,Sugar Cosmetics - Sports & Cricket Campaign,Promote Sugar Cosmetics products to 18-24 audience,Sugar Cosmetics,Sports & Cricket,LinkedIn,14280.68,30,18-24,All,16117,3.2,"Video,Post,Review,Live Session",completed,3.5,2025-10-08T00:00:00
IN_CMP_00360,Reliance - Beauty & Makeup Campaign,Promote Reliance products to 35-44 audience,Reliance,Beauty & Makeup,YouTube,12523.63,14,35-44,Male,6691,2.1,Reel,active,3.94,2025-05-24T00:00:00
IN_CMP_00361,Nykaa - Food & Cooking Campaign,Promote Nykaa products to 18-24 audience,Nykaa,Food & Cooking,Instagram,67317.91,30,18-24,Female,92649,3.6,Story,completed,3.83,2025-07-04T00:00:00
IN_CMP_00362,Tata - Travel & Tourism Campaign,Promote Tata products to 25-34 audience,Tata,Travel & Tourism,Twitter,29591.55,14,25-34,All,54441,3.3,"Review,Reel,Post",completed,3.69,2025-06-19T00:00:00
IN_CMP_00363,Nestle India - Entertainment & Comedy Campaign,Promote Nestle India products to 25-34 audience,Nestle India,Entertainment & Comedy,Twitter,9744.67,60,25-34,Female,6990,3.0,Story,completed,3.65,2025-09-01T00:00:00
IN_CMP_00364,Tata - Education & Skills Campaign,Promote Tata products to 18-24 audience,Tata,Education & Skills,Instagram,17034.29,14,18-24,All,5360,4.9,"Reel,Story,Review,Live Session",completed,4.16,2025-09-04T00:00:00
IN_CMP_00365,PhonePe - Technology & Gadgets Campaign,Promote PhonePe products to 18-24 audience,PhonePe,Technology & Gadgets,Twitter,109769.06,14,18-24,All,892595,2.2,"Video,Story",completed,4.59,2025-07-08T00:00:00
IN_CMP_00366,Byju's - Travel & Tourism Campaign,Promote Byju's products to 25-34 audience,Byju's,Travel & Tourism,Instagram,8832.42,21,25-34,All,20871,3.1,"Review,Post",active,3.82,2025-07-29T00:00:00
IN_CMP_00367,Myntra - Regional Content Campaign,Promote Myntra products to 35-44 audience,Myntra,Regional Content,LinkedIn,22875.18,14,35-44,All,20498,4.2,"Post,Live Session",draft,3.19,2025-08-10T00:00:00
IN_CMP_00368,Swiggy - Devotional & Spirituality Campaign,Promote Swiggy products to 18-34 audience,Swiggy,Devotional & Spirituality,Instagram,26099.48,30,18-34,All,31355,4.0,"Reel,Video,Live Session,Post",draft,4.29,2025-10-15T00:00:00
IN_CMP_00369,Sugar Cosmetics - Sports & Cricket Campaign,Promote Sugar Cosmetics products to 35-44 audience,Sugar Cosmetics,Sports & Cricket,LinkedIn,15952.6,7,35-44,All,6096,4.3,Video,active,3.96,2025-06-29T00:00:00
IN_CMP_00370,Amazon India - Food & Cooking Campaign,Promote Amazon India products to 25-34 audience,Amazon India,Food & Cooking,Instagram,12820.37,14,25-34,Female,12784,3.9,"Story,Post,Live Session",active,3.9,2025-05-23T00:00:00
IN_CMP_00371,Byju's - Finance & Investment Campaign,Promote Byju's products to 18-24 audience,Byju's,Finance & Investment,YouTube,57664.0,14,18-24,All,52723,5.6,Reel,active,4.13,2025-06-28T00:00:00
IN_CMP_00372,boAt Lifestyle - Finance & Investment Campaign,Promote boAt Lifestyle products to 25-34 audience,boAt Lifestyle,Finance & Investment,Instagram,869431.83,14,25-34,All,503644,3.3,"Review,Reel,Story,Post",draft,4.69,2025-06-07T00:00:00
IN_CMP_00373,HUL - Health & Fitness Campaign,Promote HUL products to 18-24 audience,HUL,Health & Fitness,Instagram,5204.6,45,18-24,Male,22728,3.6,Reel,active,4.23,2025-06-07T00:00:00
IN_CMP_00374,Paytm - Travel & Tourism Campaign,Promote Paytm products to 18-34 audience,Paytm,Travel & Tourism,Instagram,102760.98,14,18-34,Female,917454,3.3,Live Session,completed,3.51,2025-07-23T00:00:00
IN_CMP_00375,Asian Paints - Fashion & Lifestyle Campaign,Promote Asian Paints products to 25-34 audience,Asian Paints,Fashion & Lifestyle,Twitter,6231.01,7,25-34,Male,10299,2.9,Reel,active,4.34,2025-06-09T00:00:00
IN_CMP_00376,Mamaearth - Health & Fitness Campaign,Promote Mamaearth products to 18-24 audience,Mamaearth,Health & Fitness,LinkedIn,83102.33,14,18-24,All,86649,5.1,"Post,Live Session,Review",completed,3.19,2025-11-12T00:00:00
IN_CMP_00377,Myntra - Beauty & Makeup Campaign,Promote Myntra products to 25-34 audience,Myntra,Beauty & Makeup,YouTube,5923.9,60,25-34,All,10050,4.6,"Post,Story,Review,Video",draft,4.22,2025-07-02T00:00:00
IN_CMP_00378,Xiaomi - Food & Cooking Campaign,Promote Xiaomi products to 25-34 audience,Xiaomi,Food & Cooking,LinkedIn,18240.75,21,25-34,Female,22519,4.0,"Live Session,Post",active,3.42,2025-10-25T00:00:00
IN_CMP_00379,OnePlus - Music & Dance Campaign,Promote OnePlus products to 35-44 audience,OnePlus,Music & Dance,Instagram,6873.44,14,35-44,All,15056,4.0,Live Session,draft,4.69,2025-09-07T00:00:00
IN_CMP_00380,Amazon India - Beauty & Makeup Campaign,Promote Amazon India products to 18-34 audience,Amazon India,Beauty & Makeup,YouTube,6648.61,14,18-34,All,9269,2.3,"Reel,Live Session",active,4.2,2025-08-21T00:00:00
IN_CMP_00381,Tata - News & Current Affairs Campaign,Promote Tata products to 35-44 audience,Tata,News & Current Affairs,Twitter,13793.77,14,35-44,All,18134,3.6,"Video,Post",completed,3.62,2025-09-11T00:00:00
IN_CMP_00382,Dream11 - Devotional & Spirituality Campaign,Promote Dream11 products to 18-24 audience,Dream11,Devotional & Spirituality,Twitter,14408.9,7,18-24,All,12142,3.2,"Live Session,Review",draft,4.47,2025-07-15T00:00:00
IN_CMP_00383,Nykaa - Fashion & Lifestyle Campaign,Promote Nykaa products to 25-34 audience,Nykaa,Fashion & Lifestyle,LinkedIn,431976.45,14,25-34,Female,301005,2.1,"Video,Post,Live Session,Review",draft,3.61,2025-09-21T00:00:00
IN_CMP_00384,Tata - Health & Fitness Campaign,Promote Tata products to 25-34 audience,Tata,Health & Fitness,Facebook,23129.14,7,25-34,All,8008,3.6,Video,completed,3.26,2025-08-13T00:00:00
IN_CMP_00385,Flipkart - Gaming Campaign,Promote Flipkart products to 18-24 audience,Flipkart,Gaming,Facebook,8060.49,14,18-24,All,24219,2.5,"Story,Review",active,4.71,2025-06-06T00:00:00
IN_CMP_00386,Realme - Gaming Campaign,Promote Realme products to 35-44 audience,Realme,Gaming,LinkedIn,106365.0,14,35-44,All,554794,2.0,"Story,Post",active,3.12,2025-11-07T00:00:00
IN_CMP_00387,Unacademy - Education & Skills Campaign,Promote Unacademy products to 18-24 audience,Unacademy,Education & Skills,Facebook,6857.22,45,18-24,All,6401,3.5,"Review,Video,Live Session",draft,4.52,2025-06-18T00:00:00
IN_CMP_00388,OnePlus - Finance & Investment Campaign,Promote OnePlus products to 18-34 audience,OnePlus,Finance & Investment,Twitter,6038.51,14,18-34,Female,9014,2.6,"Story,Review",active,4.52,2025-05-21T00:00:00
IN_CMP_00389,Flipkart - Music & Dance Campaign,Promote Flipkart products to 18-34 audience,Flipkart,Music & Dance,Instagram,44890.09,21,18-34,Female,53035,5.6,"Live Session,Review",active,4.01,2025-10-09T00:00:00
IN_CMP_00390,Flipkart - Devotional & Spirituality Campaign,Promote Flipkart products to 25-34 audience,Flipkart,Devotional & Spirituality,Twitter,8413.0,21,25-34,All,21746,4.0,"Story,Video",completed,4.26,2025-09-23T00:00:00
IN_CMP_00391,Myntra - Technology & Gadgets Campaign,Promote Myntra products to 25-34 audience,Myntra,Technology & Gadgets,LinkedIn,8151.33,30,25-34,Female,11207,4.8,"Review,Video",completed,3.39,2025-11-02T00:00:00
IN_CMP_00392,Realme - Regional Content Campaign,Promote Realme products to 35-44 audience,Realme,Regional Content,LinkedIn,6567.91,21,35-44,Female,23166,2.5,Reel,completed,4.79,2025-10-09T00:00:00
IN_CMP_00393,Mamaearth - Technology & Gadgets Campaign,Promote Mamaearth products to 25-34 audience,Mamaearth,Technology & Gadgets,Instagram,8797.85,21,25-34,Female,6848,3.7,Live Session,completed,3.88,2025-10-18T00:00:00
IN_CMP_00394,Mamaearth - Entertainment & Comedy Campaign,Promote Mamaearth products to 18-34 audience,Mamaearth,Entertainment & Comedy,LinkedIn,32512.18,45,18-34,All,97912,3.5,"Post,Review",active,4.87,2025-08-04T00:00:00
IN_CMP_00395,Amazon India - Music & Dance Campaign,Promote Amazon India products to 18-34 audience,Amazon India,Music & Dance,Twitter,7109.57,14,18-34,Male,24663,2.2,"Story,Video,Live Session",completed,3.66,2025-07-25T00:00:00
IN_CMP_00396,Wow Skin Science - Fashion & Lifestyle Campaign,Promote Wow Skin Science products to 18-34 audience,Wow Skin Science,Fashion & Lifestyle,Facebook,57060.1,14,18-34,All,91753,5.2,"Reel,Video,Review,Story",completed,3.93,2025-08-08T00:00:00
IN_CMP_00397,Asian Paints - Gaming Campaign,Promote Asian Paints products to 25-34 audience,Asian Paints,Gaming,Facebook,76129.75,30,25-34,All,53854,3.6,"Video,Reel,Story",active,3.94,2025-06-11T00:00:00
IN_CMP_00398,Reliance - Fashion & Lifestyle Campaign,Promote Reliance products to 18-24 audience,Reliance,Fashion & Lifestyle,Twitter,10014.72,14,18-24,Female,22042,4.3,Review,active,3.74,2025-09-18T00:00:00
IN_CMP_00399,Tata - Fashion & Lifestyle Campaign,Promote Tata products to 25-34 audience,Tata,Fashion & Lifestyle,YouTube,8088.79,30,25-34,Female,20256,4.1,"Post,Review",draft,3.56,2025-10-01T00:00:00
IN_CMP_00400,Byju's - Regional Content Campaign,Promote Byju's products to 35-44 audience,Byju's,Regional Content,Twitter,25534.15,30,35-44,All,97461,4.8,"Video,Story",active,2.95,2025-09-16T00:00:00
IN_CMP_00401,Myntra - Sports & Cricket Campaign,Promote Myntra products to 18-24 audience,Myntra,Sports & Cricket,Instagram,25656.58,14,18-24,Female,53655,3.7,"Video,Reel",active,3.05,2025-10-26T00:00:00
IN_CMP_00402,Swiggy - Finance & Investment Campaign,Promote Swiggy products to 18-34 audience,Swiggy,Finance & Investment,Facebook,19356.49,45,18-34,All,18455,2.6,"Post,Reel,Story",draft,4.51,2025-09-22T00:00:00
IN_CMP_00403,Noise - News & Current Affairs Campaign,Promote Noise products to 18-24 audience,Noise,News & Current Affairs,Instagram,102687.47,30,18-24,Female,572479,3.1,"Post,Story",completed,4.83,2025-09-11T00:00:00
IN_CMP_00404,Myntra - Education & Skills Campaign,Promote Myntra products to 18-24 audience,Myntra,Education & Skills,Facebook,6513.17,45,18-24,Male,12691,3.6,"Reel,Post",active,4.11,2025-08-17T00:00:00
IN_CMP_00405,Amazon India - Health & Fitness Campaign,Promote Amazon India products to 18-34 audience,Amazon India,Health & Fitness,Facebook,36897.81,7,18-34,Male,67726,5.5,Review,draft,2.51,2025-06-10T00:00:00
IN_CMP_00406,Byju's - Beauty & Makeup Campaign,Promote Byju's products to 18-34 audience,Byju's,Beauty & Makeup,Instagram,8294.87,30,18-34,Female,12267,4.7,"Live Session,Reel",completed,4.23,2025-06-22T00:00:00
IN_CMP_00407,PhonePe - Food & Cooking Campaign,Promote PhonePe products to 25-34 audience,PhonePe,Food & Cooking,LinkedIn,12363.66,14,25-34,Male,10632,4.6,"Review,Live Session",draft,3.54,2025-06-30T00:00:00
IN_CMP_00408,Asian Paints - Beauty & Makeup Campaign,Promote Asian Paints products to 25-34 audience,Asian Paints,Beauty & Makeup,Instagram,93762.56,45,25-34,All,74957,3.9,"Post,Story",active,3.2,2025-06-01T00:00:00
IN_CMP_00409,Noise - Devotional & Spirituality Campaign,Promote Noise products to 18-24 audience,Noise,Devotional & Spirituality,LinkedIn,6827.58,14,18-24,All,12028,2.7,"Post,Story",draft,4.74,2025-06-14T00:00:00
IN_CMP_00410,Wow Skin Science - Travel & Tourism Campaign,Promote Wow Skin Science products to 25-34 audience,Wow Skin Science,Travel & Tourism,Facebook,6341.24,14,25-34,Male,24332,4.7,Story,draft,4.51,2025-07-13T00:00:00
IN_CMP_00411,Myntra - Finance & Investment Campaign,Promote Myntra products to 18-34 audience,Myntra,Finance & Investment,LinkedIn,25791.07,45,18-34,Male,68149,4.2,"Video,Post",active,4.08,2025-08-26T00:00:00
IN_CMP_00412,Myntra - Health & Fitness Campaign,Promote Myntra products to 25-34 audience,Myntra,Health & Fitness,Facebook,18793.55,30,25-34,All,5039,2.0,Review,active,4.88,2025-07-06T00:00:00
IN_CMP_00413,Xiaomi - Gaming Campaign,Promote Xiaomi products to 35-44 audience,Xiaomi,Gaming,Instagram,6125.58,30,35-44,All,16996,3.7,"Review,Video,Post",active,3.26,2025-10-26T00:00:00
IN_CMP_00414,Nestle India - Education & Skills Campaign,Promote Nestle India products to 35-44 audience,Nestle India,Education & Skills,YouTube,8562.85,21,35-44,Female,22907,4.9,"Post,Reel",draft,4.42,2025-07-27T00:00:00
IN_CMP_00415,Wow Skin Science - Music & Dance Campaign,Promote Wow Skin Science products to 18-24 audience,Wow Skin Science,Music & Dance,Facebook,8925.65,30,18-24,Female,6716,3.2,"Story,Live Session",active,3.52,2025-05-31T00:00:00
IN_CMP_00416,Dream11 - Entertainment & Comedy Campaign,Promote Dream11 products to 35-44 audience,Dream11,Entertainment & Comedy,LinkedIn,77749.58,7,35-44,All,71340,5.5,Reel,completed,3.56,2025-10-26T00:00:00
IN_CMP_00417,PhonePe - Regional Content Campaign,Promote PhonePe products to 18-24 audience,PhonePe,Regional Content,YouTube,5629.37,30,18-24,Female,23266,5.0,"Reel,Live Session",completed,3.82,2025-10-22T00:00:00
IN_CMP_00418,Asian Paints - Regional Content Campaign,Promote Asian Paints products to 25-34 audience,Asian Paints,Regional Content,Facebook,33157.69,21,25-34,All,37548,4.3,"Review,Reel",completed,3.9,2025-06-21T00:00:00
IN_CMP_00419,Realme - Travel & Tourism Campaign,Promote Realme products to 18-34 audience,Realme,Travel & Tourism,Twitter,18431.63,45,18-34,All,8019,3.2,"Video,Live Session",draft,3.9,2025-06-24T00:00:00
IN_CMP_00420,Dream11 - Gaming Campaign,Promote Dream11 products to 25-34 audience,Dream11,Gaming,YouTube,323993.66,14,25-34,All,282222,2.7,Video,completed,3.83,2025-06-24T00:00:00
IN_CMP_00421,Myntra - Travel & Tourism Campaign,Promote Myntra products to 18-34 audience,Myntra,Travel & Tourism,Facebook,23752.67,14,18-34,Female,15213,2.4,"Post,Review",draft,4.72,2025-08-11T00:00:00
IN_CMP_00422,Boat - Sports & Cricket Campaign,Promote Boat products to 25-34 audience,Boat,Sports & Cricket,Instagram,7393.12,30,25-34,All,13556,2.0,"Live Session,Video,Post,Story",draft,4.02,2025-06-09T00:00:00
IN_CMP_00423,HUL - Education & Skills Campaign,Promote HUL products to 18-34 audience,HUL,Education & Skills,Twitter,13431.58,14,18-34,All,11947,2.9,"Review,Post",draft,4.52,2025-11-12T00:00:00
IN_CMP_00424,Swiggy - Music & Dance Campaign,Promote Swiggy products to 18-34 audience,Swiggy,Music & Dance,LinkedIn,38968.79,30,18-34,All,48364,3.1,"Video,Post",completed,3.41,2025-08-29T00:00:00
IN_CMP_00425,Flipkart - News & Current Affairs Campaign,Promote Flipkart products to 25-34 audience,Flipkart,News & Current Affairs,LinkedIn,81177.57,7,25-34,All,88538,6.0,"Post,Live Session,Video,Review",completed,4.57,2025-09-26T00:00:00
IN_CMP_00426,Swiggy - Devotional & Spirituality Campaign,Promote Swiggy products to 25-34 audience,Swiggy,Devotional & Spirituality,LinkedIn,17893.65,21,25-34,Male,12546,3.8,"Review,Post,Story",active,3.54,2025-07-10T00:00:00
IN_CMP_00427,boAt Lifestyle - Education & Skills Campaign,Promote boAt Lifestyle products to 25-34 audience,boAt Lifestyle,Education & Skills,Instagram,8247.72,60,25-34,All,15567,2.5,"Post,Video,Live Session,Review",active,4.42,2025-06-03T00:00:00
IN_CMP_00428,CRED - Devotional & Spirituality Campaign,Promote CRED products to 18-34 audience,CRED,Devotional & Spirituality,LinkedIn,9326.1,14,18-34,Male,6811,2.4,"Live Session,Reel,Video",active,4.75,2025-10-23T00:00:00
IN_CMP_00429,PhonePe - Food & Cooking Campaign,Promote PhonePe products to 35-44 audience,PhonePe,Food & Cooking,Twitter,5029.2,14,35-44,Female,19521,3.0,Post,completed,4.42,2025-10-20T00:00:00
IN_CMP_00430,PhonePe - Education & Skills Campaign,Promote PhonePe products to 18-34 audience,PhonePe,Education & Skills,Facebook,19738.98,7,18-34,Female,16597,5.0,"Review,Post,Live Session",active,4.54,2025-06-16T00:00:00
IN_CMP_00431,Unacademy - News & Current Affairs Campaign,Promote Unacademy products to 35-44 audience,Unacademy,News & Current Affairs,LinkedIn,427435.55,30,35-44,All,493275,3.7,Post,draft,4.5,2025-06-08T00:00:00
IN_CMP_00432,Unacademy - Education & Skills Campaign,Promote Unacademy products to 35-44 audience,Unacademy,Education & Skills,YouTube,10947.62,21,35-44,All,16362,2.5,"Live Session,Video",draft,3.82,2025-05-25T00:00:00
IN_CMP_00433,Dream11 - Beauty & Makeup Campaign,Promote Dream11 products to 25-34 audience,Dream11,Beauty & Makeup,Instagram,15971.23,30,25-34,Female,16311,4.6,Post,draft,4.14,2025-05-31T00:00:00
IN_CMP_00434,Myntra - Food & Cooking Campaign,Promote Myntra products to 18-34 audience,Myntra,Food & Cooking,LinkedIn,8571.37,7,18-34,Female,18263,3.6,Live Session,draft,2.53,2025-07-28T00:00:00
IN_CMP_00435,Nestle India - Beauty & Makeup Campaign,Promote Nestle India products to 35-44 audience,Nestle India,Beauty & Makeup,LinkedIn,7365.82,7,35-44,Male,5671,4.1,Reel,active,2.81,2025-08-08T00:00:00
IN_CMP_00436,Nykaa - Fashion & Lifestyle Campaign,Promote Nykaa products to 25-34 audience,Nykaa,Fashion & Lifestyle,Facebook,52485.52,14,25-34,All,30879,3.4,"Live Session,Post",completed,4.64,2025-05-21T00:00:00
IN_CMP_00437,HUL - Entertainment & Comedy Campaign,Promote HUL products to 35-44 audience,HUL,Entertainment & Comedy,LinkedIn,12306.98,30,35-44,Female,23406,3.2,"Video,Post",active,2.91,2025-10-14T00:00:00
IN_CMP_00438,Byju's - Travel & Tourism Campaign,Promote Byju's products to 25-34 audience,Byju's,Travel & Tourism,Facebook,8404.98,21,25-34,All,11818,4.8,"Live Session,Post",active,4.51,2025-10-26T00:00:00
IN_CMP_00439,Mamaearth - Sports & Cricket Campaign,Promote Mamaearth products to 18-34 audience,Mamaearth,Sports & Cricket,Twitter,104336.53,14,18-34,All,146812,3.7,"Story,Reel",active,4.53,2025-11-05T00:00:00
IN_CMP_00440,Flipkart - Sports & Cricket Campaign,Promote Flipkart products to 25-34 audience,Flipkart,Sports & Cricket,LinkedIn,16556.97,7,25-34,All,24081,3.6,"Review,Live Session",draft,3.92,2025-11-03T00:00:00
IN_CMP_00441,Noise - Regional Content Campaign,Promote Noise products to 18-24 audience,Noise,Regional Content,LinkedIn,8327.36,14,18-24,All,21400,2.1,"Review,Reel",active,4.01,2025-07-04T00:00:00
IN_CMP_00442,Dream11 - Travel & Tourism Campaign,Promote Dream11 products to 35-44 audience,Dream11,Travel & Tourism,Instagram,5179.76,30,35-44,All,23911,2.9,"Live Session,Story",completed,3.28,2025-05-24T00:00:00
IN_CMP_00443,Paytm - Fashion & Lifestyle Campaign,Promote Paytm products to 18-34 audience,Paytm,Fashion & Lifestyle,Twitter,9285.68,21,18-34,Female,21432,3.5,"Live Session,Post",active,4.34,2025-06-20T00:00:00
